n,p,k,temperature,humidity,ph,soil_quality
85,16,75,18.63025152,52.98848526,6.976803645,Medium
63,85,71,38.44599137,80.1400684,7.114324964,Medium
25,23,28,22.85094202,33.14011314,6.63342039,Poor
61,55,39,34.88580903,58.86438916,6.707557448,Good
44,24,25,28.03542445,52.09779124,7.047150835,Medium
138,76,97,17.27717666,42.29111317,6.533395478,Medium
76,24,22,29.56467136,56.30356858,6.106084382,Medium
104,60,78,37.80444342,56.62215212,6.012830742,Good
74,97,32,18.93086011,78.51237558,7.231331695,Medium
35,17,71,23.03267373,82.1351167,6.621361864,Poor
114,78,40,25.97896677,69.41702546,6.935397789,Good
33,71,62,21.87632658,68.00328945,6.583543322,Medium
58,60,26,38.59448687,36.61094303,7.383326058,Medium
47,72,58,24.43750662,64.51570873,6.6427489,Good
115,77,58,31.45155146,46.46668608,7.772525635,Medium
111,87,76,20.59791911,47.68576369,6.057990614,Good
70,25,35,20.49264844,35.68647914,5.818611381,Poor
138,93,22,19.39623339,68.15208917,6.359271994,Poor
68,33,47,25.87030659,65.02850457,7.612910205,Medium
28,15,31,28.32145506,43.21635403,7.460318976,Medium
77,66,94,15.26870414,45.78221541,6.068911821,Medium
64,40,38,35.82308569,76.38007116,6.879304407,Good
41,15,54,27.81884731,77.57600182,6.854561399,Medium
51,88,55,18.93024809,59.58507888,6.174812858,Good
88,38,48,16.68233281,38.94016174,6.041377862,Medium
106,76,78,16.57998243,33.33554286,6.397113819,Medium
88,84,87,21.44108717,46.28813179,7.313823242,Good
61,12,91,27.4823037,73.87114697,5.940944596,Poor
72,37,77,36.5059884,66.04899794,6.525163909,Good
115,83,48,37.57413567,73.08640613,6.607906661,Good
78,57,29,35.808198,58.30487885,7.659986865,Medium
93,89,86,23.2140867,75.28235292,6.198101661,Good
58,19,77,22.66394379,58.84834766,5.545187117,Medium
34,42,44,39.68645863,35.04088516,7.095581858,Medium
90,76,17,32.03201575,34.79149772,7.238320456,Medium
48,78,61,22.62379853,79.89016315,7.1169745,Good
130,21,49,23.22700381,67.77746005,7.111699657,Medium
22,66,45,25.86611098,46.74762355,6.611423055,Medium
102,53,15,30.54516745,75.43052628,5.54291985,Medium
29,22,95,37.449479,38.14411845,7.178811343,Poor
111,33,79,19.95767799,68.71460755,7.653996435,Medium
48,53,82,17.11008494,89.36915699,5.861988618,Medium
98,66,25,25.1438031,39.00117278,5.656202796,Poor
54,25,55,21.13638707,38.51669252,6.109972164,Medium
25,30,68,29.40081684,58.07006467,7.454525861,Medium
31,85,47,32.48037093,68.5596845,5.744138509,Medium
130,60,27,22.76839884,31.59278018,7.144887322,Poor
57,30,21,32.13628222,59.98025472,5.644779099,Medium
96,69,63,23.57868137,34.99022111,5.575414735,Medium
112,60,56,30.87420349,44.47942661,7.549994315,Medium
38,30,10,30.82652017,72.74385719,7.272288536,Medium
86,15,24,21.95399259,74.33189685,6.876745613,Medium
27,82,89,30.89306879,73.78394703,5.895589084,Medium
27,74,30,24.52387739,33.90878004,6.141351836,Medium
138,85,10,23.41137361,77.20578652,5.611790329,Poor
103,67,76,22.23219368,55.93242029,6.984334562,Good
66,87,21,23.6411315,58.5185748,7.077997387,Medium
23,15,37,34.6686223,55.18142837,6.251660152,Medium
70,74,48,21.12947035,81.4213425,6.278357529,Medium
104,95,46,32.04968513,70.79822178,6.946648587,Medium
86,43,69,37.51551462,60.0015505,7.675028956,Medium
64,65,40,23.76072353,80.05722132,6.40783168,Medium
27,84,67,15.73780161,78.32180978,6.635257887,Medium
106,12,20,15.61515073,30.30264983,7.106034733,Poor
35,51,38,18.48757221,58.73279788,6.287338198,Medium
96,71,98,17.75112108,32.53476658,7.498374138,Medium
86,15,22,33.70213125,48.4311889,7.446217567,Medium
131,15,60,22.37126792,78.23024061,7.05085086,Medium
28,72,63,31.31274434,86.64314113,6.734924279,Medium
79,29,28,16.06138589,44.52399964,7.76209813,Poor
97,30,67,22.3935069,31.28550893,7.115475196,Medium
96,11,45,20.85365587,54.14018063,6.97942119,Medium
136,99,37,21.92201276,50.10713032,7.516681263,Poor
90,99,77,19.76794423,70.61797096,6.776478551,Medium
34,65,12,30.44790053,59.70346035,6.058724181,Medium
90,19,98,31.56682174,53.93083581,5.816876251,Poor
121,96,50,18.71163726,43.77333586,6.58337394,Medium
117,79,44,33.52864962,79.70882392,6.686004559,Good
60,32,85,21.25113691,44.90335721,7.403696745,Good
41,39,93,22.07306256,33.28409874,5.820791368,Poor
43,87,90,35.72020847,63.87663051,7.066829515,Good
132,46,85,37.52914788,49.04092477,6.19949195,Medium
120,64,59,35.61890784,72.74610825,7.659769563,Medium
63,58,83,18.69407051,34.85230011,6.581969105,Medium
20,43,91,39.98169088,87.97845387,6.931515905,Poor
29,53,39,31.80388537,41.21148094,6.995248837,Medium
126,31,81,27.76671554,51.42341384,5.709311673,Medium
99,40,86,38.87103519,58.8572976,7.460048644,Good
129,16,79,35.43450989,83.40705053,5.877743766,Poor
91,30,63,32.29357599,73.3524532,6.414063992,Good
75,25,80,35.95993121,38.68970788,7.046896479,Medium
132,29,94,24.63666458,56.3168175,5.627005773,Poor
108,52,60,32.11096114,62.5747119,6.834974853,Good
69,53,37,19.76450047,72.12754346,6.442807104,Good
31,56,73,39.70001588,64.3088599,5.646860994,Medium
108,28,94,29.7245425,57.4400932,7.170699578,Medium
100,57,30,35.35593119,75.93285898,6.653066803,Good
79,88,97,25.18349701,52.68345771,6.1979124,Medium
45,78,36,33.96472048,89.23036248,5.693953932,Medium
129,20,36,24.68462249,86.86695049,6.759190673,Poor
131,88,86,29.75012717,72.44282428,6.203714157,Medium
97,38,59,34.45337039,82.95671545,7.677373732,Medium
60,54,38,17.91184783,53.59053096,6.860487216,Good
55,77,48,23.91964628,64.88821327,6.155649749,Good
42,45,66,28.62342372,46.35930984,6.715821514,Good
62,57,46,23.34994265,83.1383582,6.740839395,Medium
25,96,73,22.72918087,58.26150229,7.171551688,Medium
130,24,57,22.04160224,62.16861671,7.575065343,Poor
88,53,31,20.69479555,81.87404788,7.71396533,Medium
62,76,39,36.22261406,77.83671048,7.151148772,Good
44,83,37,38.09222824,49.3045919,6.755600454,Good
37,49,32,32.5042362,35.24565621,6.017343799,Medium
81,95,13,15.74998782,39.72559212,6.426967658,Poor
32,23,12,34.65582988,50.34575119,6.624214679,Poor
62,72,70,28.29849603,48.31744979,5.795253652,Medium
97,90,13,33.9527522,32.29863296,6.089728755,Medium
47,94,74,25.93345934,55.92390839,7.764240994,Medium
37,60,21,16.03204787,36.35102021,7.240387119,Poor
78,88,22,32.04362465,43.25338317,6.608615417,Medium
79,67,43,26.10321231,77.24899065,6.019874899,Good
82,24,68,36.85108739,59.69277283,6.818929627,Medium
76,74,82,33.45344842,52.37718335,6.03331289,Good
111,97,40,23.98904369,41.12612006,5.944150161,Medium
70,64,80,33.10204899,81.97680638,5.715639678,Medium
75,85,22,27.38021499,84.22138694,6.295461987,Medium
46,19,63,19.98609881,61.12068103,6.745963333,Medium
51,51,11,25.49715799,85.27648303,5.866453521,Poor
130,20,42,20.56405986,57.88733775,5.9610016,Poor
28,25,59,15.124413,36.43454842,6.399620225,Poor
123,82,16,21.16989434,31.02237456,6.62592277,Poor
115,87,27,20.23803315,37.70266837,7.253251312,Medium
103,28,60,15.10842272,67.35937998,6.80324478,Medium
111,40,17,34.5981342,49.25431182,6.920712461,Medium
116,82,64,16.92462345,68.8985402,7.10128404,Good
87,62,85,26.22647685,60.47856739,6.537260749,Good
65,99,52,25.44707939,49.98075449,6.28920667,Medium
117,17,68,19.53520293,43.12078797,7.340967704,Medium
131,33,39,39.17171266,34.86262463,7.405136959,Medium
86,17,68,30.09334012,76.94346368,5.854158811,Medium
45,92,18,35.33782614,79.14025087,7.692749908,Poor
27,57,77,27.40351393,62.48704879,7.638822292,Medium
25,39,48,33.07029793,39.42568037,7.503018969,Poor
99,67,90,39.24448021,45.81174277,6.472114363,Good
43,95,20,23.71013535,87.30871461,7.437010344,Poor
67,64,11,27.60659632,43.55644763,6.944534686,Medium
122,82,32,27.86342247,33.40828803,5.9724079,Poor
113,71,72,39.79987041,63.00296831,7.282230945,Good
64,57,31,20.82747866,45.71483745,6.434018489,Good
32,13,70,31.88268771,87.44609417,6.171978513,Poor
88,46,35,18.45574196,64.48607367,7.520072097,Medium
44,17,21,38.1768383,87.94888408,7.48323773,Poor
39,10,41,29.75954798,77.13459779,7.488058462,Medium
137,79,18,36.48528818,73.38508834,7.476904189,Medium
101,56,78,37.38103861,79.821875,6.774726917,Good
130,84,99,28.9277478,66.29313204,6.918916755,Medium
101,14,80,32.05018178,30.66727759,7.682390793,Poor
85,59,42,32.468016,53.54788697,5.797484606,Medium
93,33,33,26.51202059,43.14108527,7.354401189,Good
138,56,98,25.87095618,56.0587604,6.710415799,Medium
64,27,78,19.65470547,58.23297145,7.750337314,Medium
133,93,47,24.59786401,37.66986401,6.970214615,Poor
66,37,20,39.76892351,31.40589293,5.873851636,Poor
82,86,41,21.74653943,38.2920176,7.375629251,Medium
95,14,73,34.06102272,81.44562792,7.047144598,Medium
130,39,81,16.48368675,75.35125169,5.842533915,Medium
96,10,29,26.68671994,77.93357429,5.520681971,Poor
133,95,43,16.4602533,46.57839716,6.750388784,Medium
130,91,51,26.89499835,44.1659514,6.055424955,Medium
74,55,17,15.68881152,32.24234456,7.494655425,Medium
94,78,75,30.33236929,58.33610767,6.077138866,Good
38,40,30,29.6627275,52.94453151,7.024569156,Medium
54,79,88,34.94608057,80.15316602,6.293799247,Medium
122,65,79,29.58215506,70.91205351,6.305731515,Medium
72,98,14,38.14997906,38.65715609,5.918174126,Poor
45,37,76,34.57761535,89.22930843,6.656259966,Medium
129,25,52,18.31641301,76.23844398,6.832324905,Medium
33,63,25,21.63682971,73.21425094,6.836331463,Medium
137,62,82,15.65576494,42.99693496,7.470203357,Medium
64,21,44,24.65335004,84.30939604,7.000398761,Medium
63,29,92,27.73840634,58.43524665,7.202547016,Medium
107,91,52,38.64865622,47.85935717,6.243930851,Medium
124,43,48,28.05668581,69.29001529,6.467576951,Medium
84,62,19,34.52570105,42.70511766,5.542072996,Medium
70,73,83,21.70060031,84.45393784,5.68195148,Medium
62,32,29,18.82896093,81.26061906,6.38577516,Medium
138,36,10,35.27090635,57.89468217,5.98238759,Poor
105,26,15,21.18562863,41.4394453,7.369806611,Medium
42,57,62,36.78337794,59.79024741,7.055918932,Good
75,30,55,19.24624689,38.94829305,7.731702603,Medium
137,59,75,36.28966353,46.19093308,7.540178114,Medium
38,49,47,34.3211895,58.96394344,7.748620354,Medium
101,12,42,30.28051683,31.26838446,6.340132805,Medium
95,26,76,36.25551695,75.94335621,6.614065521,Medium
74,70,86,23.26775295,41.81489263,6.357039214,Good
111,59,44,19.15085364,81.99667544,7.717903171,Medium
111,99,88,18.92601688,31.33558965,6.426229996,Medium
79,96,54,21.75897285,61.92790144,5.768552369,Medium
78,15,31,26.1556783,76.5990573,6.076172755,Medium
52,37,77,36.90057163,44.276906,6.477086368,Good
38,81,26,17.2383913,72.45318361,6.886886186,Medium
47,64,14,37.88105111,73.25206948,6.921598898,Medium
71,67,94,38.13736776,68.27061995,7.24520232,Medium
68,54,66,33.18090977,51.85516388,6.990093652,Good
56,81,97,37.50709034,77.10388789,6.630528214,Medium
45,28,49,34.24966575,67.70602306,5.569394567,Medium
118,38,39,28.20752413,65.42329255,7.098565282,Good
117,32,51,30.01875566,79.14967615,5.696553613,Medium
118,41,16,30.70561191,44.67828259,6.578266157,Medium
59,19,80,18.17233202,43.94927721,7.561711304,Medium
99,58,97,19.82635344,53.18681323,6.872821455,Medium
57,74,28,28.0842181,34.38798412,5.957618943,Poor
96,38,50,17.88070782,50.24360816,7.358303879,Good
106,68,43,39.1244824,54.37632471,6.190940984,Good
73,54,31,27.67818196,59.70349097,6.82772293,Good
41,76,61,24.50215362,45.24080785,6.962452424,Good
35,60,15,18.93850094,84.41054686,7.181579437,Poor
47,20,83,25.41334744,47.10470207,5.649459911,Medium
131,95,34,22.56065467,81.09304665,7.464814405,Poor
54,91,75,17.19817928,56.69714617,5.761855746,Medium
79,15,19,39.17513238,73.08940176,5.717428039,Poor
64,76,83,21.6244524,36.65414328,6.550834478,Medium
65,71,35,32.26175605,62.67823321,6.356017683,Good
91,14,14,17.28306255,87.6495537,5.62561145,Poor
127,18,95,37.82922523,69.97507256,5.881801197,Poor
74,37,77,29.76878629,79.21735563,6.510190923,Good
138,92,80,31.42180001,45.66422773,7.406866011,Medium
105,86,59,34.54460902,78.01013525,5.779000073,Medium
104,47,26,30.14788322,51.07520287,5.740419861,Medium
45,52,20,16.77268646,59.104686,7.351107624,Medium
123,30,62,25.73956059,41.27746306,6.632325687,Medium
104,71,59,21.55075233,59.14190328,6.328573267,Good
44,55,17,27.16792552,60.9421106,6.561113377,Medium
124,79,71,25.10812904,67.3396307,6.444947385,Medium
84,47,98,35.66332793,82.11802766,7.298356592,Medium
25,58,94,21.17618881,48.29106928,5.521452934,Poor
42,84,85,20.03252648,89.04820655,6.496264731,Medium
134,90,99,38.95215739,80.86139723,5.865365737,Poor
83,48,38,38.73791535,54.17535717,6.209057448,Good
106,80,53,39.83662412,43.59981852,5.75799375,Medium
62,39,54,29.20951449,34.28967465,6.482072634,Medium
126,30,38,17.82859901,44.06185128,6.97957881,Medium
42,10,97,37.00419352,83.0713753,7.021664437,Poor
115,98,68,18.62787461,47.52188469,7.332510572,Medium
49,41,24,18.88985815,38.27878898,7.374526223,Medium
96,17,79,19.83493919,31.36047537,6.874786943,Medium
126,78,53,31.33547088,47.86082062,6.312244991,Medium
37,39,45,17.67997633,42.96916261,5.618025615,Medium
106,17,93,34.45704073,36.13214073,5.582500971,Poor
98,28,66,16.4562899,87.06514807,5.760505141,Poor
116,68,73,17.76116402,46.05731253,7.762812292,Medium
40,64,85,25.86217854,30.37060977,7.307748096,Medium
76,39,47,24.47928755,86.65653501,6.431206179,Medium
122,88,26,39.74270671,64.71079118,6.572262689,Medium
42,45,36,39.17159892,34.96877782,7.195977091,Medium
110,64,26,19.74204518,31.88531864,6.683121475,Medium
64,53,72,38.66663863,36.47094382,6.328957358,Medium
63,36,20,32.3065476,65.4894512,6.303989517,Medium
101,86,73,25.22107914,33.71229629,5.982175827,Medium
107,87,48,33.4907733,64.08843581,7.536906675,Medium
134,63,11,37.50352414,69.15246119,6.452553807,Medium
66,57,75,19.50353884,38.85460689,7.230434755,Medium
59,39,63,19.89960653,59.30596456,6.819652822,Good
70,48,38,25.21801906,87.83279578,7.2344154,Medium
61,22,54,19.23029428,80.18930679,6.238092876,Medium
26,25,97,24.00993714,73.40186085,7.229620133,Poor
69,53,97,31.14228818,61.06410747,7.316927074,Medium
67,80,89,35.32045313,53.65648536,5.739844191,Medium
103,36,40,22.54837344,57.08608417,5.710366694,Medium
110,54,58,22.0432671,75.87660047,7.766640153,Medium
25,44,18,34.49357411,63.25787771,5.771294207,Poor
110,88,36,24.52565565,75.87923912,7.075134002,Good
28,37,65,35.4618842,88.19237823,7.219970433,Medium
136,16,87,39.83450801,68.43084905,5.646074877,Poor
128,71,54,39.4917169,66.18621344,7.216975146,Medium
76,60,98,31.56717387,54.36971691,6.464884375,Medium
50,55,52,24.38033028,41.80523719,6.131750208,Good
40,29,31,16.63724649,52.45204453,7.030260481,Medium
109,47,42,33.45101582,61.20583143,7.416186325,Good
59,70,36,39.44918103,32.09133944,6.817427355,Medium
131,41,49,16.69961158,58.54830149,7.502443479,Medium
64,35,35,15.15419277,81.72895964,5.551418706,Medium
96,67,92,35.79440491,88.59746175,7.198791014,Medium
68,48,54,17.55647405,81.33292034,5.889625693,Medium
106,29,54,17.04057451,40.31890476,6.157970098,Medium
39,91,35,37.75840171,39.30079151,6.816180494,Poor
120,59,79,16.98902029,53.59873207,6.131223746,Good
137,88,76,17.85044137,43.52582824,5.886753865,Medium
136,61,15,29.23934188,70.55967025,7.536645903,Poor
111,95,37,33.92035433,35.07348627,7.585463936,Poor
36,31,76,24.98930647,56.62315497,5.583654261,Medium
47,62,22,25.51472902,46.82137477,6.650278632,Medium
60,94,72,30.81564968,65.72417322,5.968461312,Medium
85,75,22,27.63563237,77.82390119,7.485840226,Medium
44,52,86,15.46570732,85.4137885,6.563798891,Medium
77,91,10,17.83957966,87.83116405,6.600452808,Poor
133,32,49,29.54000039,51.07167204,6.943187125,Medium
60,86,46,34.84156274,81.35086691,5.627935377,Medium
25,73,40,34.07757864,65.51778412,5.792785571,Medium
94,18,26,33.50141398,71.53532487,6.646285872,Medium
57,16,18,34.28181541,81.067834,7.723425907,Poor
25,50,73,16.11108691,37.80679259,7.44029281,Medium
64,63,66,37.37753912,86.84443608,7.545530657,Medium
94,74,22,37.23207763,62.84382543,5.815456561,Medium
33,11,46,28.29809973,50.16019905,7.704835003,Poor
85,13,23,21.21485831,50.32387562,7.178982823,Medium
59,87,84,29.80446182,75.0600202,6.249075592,Good
22,41,34,28.94714816,70.71959179,7.488274471,Medium
138,11,87,20.57393019,73.76880548,7.218812659,Medium
136,73,66,30.07825447,45.17973027,7.19397246,Medium
118,23,80,34.9323529,40.21177297,7.189627111,Medium
116,29,97,35.15267162,73.31157918,7.341963356,Medium
43,98,51,16.49244556,47.90884375,7.681617069,Medium
38,58,51,19.9290828,43.34616922,5.814804957,Medium
37,17,56,31.70558401,42.87651021,7.798901582,Poor
83,72,53,36.49579864,38.90405595,7.50638112,Medium
132,55,50,28.03042706,55.60893934,6.515742571,Medium
135,30,12,32.68814171,45.6569145,5.862107108,Poor
107,96,99,15.52680027,83.63192851,6.543713289,Poor
128,41,99,30.2105203,71.34837821,7.290807017,Medium
54,17,10,39.04772861,74.63172268,6.885642975,Medium
81,25,88,31.52536518,54.21662953,6.142967107,Medium
20,49,20,38.05689292,66.01257109,6.435627841,Medium
119,36,16,29.15023645,60.04787044,7.694887355,Medium
44,27,21,36.08446844,40.04708763,7.348787968,Medium
64,44,47,18.10406021,32.8712217,5.785359564,Medium
68,61,63,18.08783157,71.01110728,6.754401512,Good
126,24,76,18.00448323,37.27034755,7.641265216,Poor
117,72,62,27.2212388,33.44094919,5.578910213,Medium
108,62,99,23.25658902,56.51203996,5.59785895,Medium
35,90,41,32.97964634,74.2815822,7.148485282,Medium
117,75,54,37.56554786,76.13210635,6.823754947,Good
112,40,60,30.48437071,82.4081764,5.605798768,Medium
38,70,46,20.3302639,41.95284135,7.790837916,Medium
42,73,68,38.27192169,89.13746363,6.83421918,Medium
102,43,63,28.19643345,75.79254432,6.63143841,Good
44,64,27,32.99863883,39.43280076,6.52970319,Medium
35,68,10,37.26264626,80.44327716,7.111573055,Poor
73,12,30,39.7457983,59.93755635,6.554221164,Medium
134,26,37,27.65159873,33.99278208,7.015876592,Poor
92,87,25,35.20156797,37.92250631,6.62316869,Medium
20,87,57,29.17167663,56.03359691,6.904650849,Medium
61,55,37,27.16134865,61.8304087,7.3519281,Good
38,47,31,28.44281298,86.84954502,7.3794866,Medium
116,44,92,27.1068811,42.94274835,7.452810906,Medium
53,10,10,25.52570297,58.44627061,5.966830351,Poor
99,38,51,33.09301726,43.55336816,5.640575771,Medium
127,13,79,21.2418954,63.50404134,7.42311849,Medium
123,70,12,30.40953665,84.55908438,5.597285044,Poor
74,26,89,32.82400444,64.06503427,5.991028717,Medium
37,37,90,37.30227083,60.60423234,6.710257236,Medium
53,59,53,23.29692872,75.00776442,7.46749689,Good
108,99,36,36.51497759,38.8568127,7.562596945,Poor
64,17,60,38.63227928,84.33689943,6.944516506,Medium
25,43,33,31.21698457,64.65803838,7.723544995,Medium
40,68,29,34.2858252,71.17856491,7.178868751,Medium
89,27,41,25.142674,79.13764564,6.713766125,Medium
115,68,22,38.80338549,68.10227099,5.809052337,Medium
124,36,52,31.77153638,68.47231112,6.486206682,Medium
67,25,29,22.75392022,73.77728646,7.391383952,Medium
126,19,11,25.10653368,33.13419339,6.15238856,Poor
58,85,77,30.44388785,52.93263049,6.830023633,Good
50,31,69,20.85337911,87.77620469,7.761899359,Medium
125,25,98,33.84786011,45.47615131,5.901175051,Poor
29,21,13,20.61728791,62.5353269,5.733351692,Poor
49,84,26,29.79472989,40.52564773,7.329872361,Medium
135,93,10,32.42516282,49.39645892,5.557320179,Poor
37,60,42,36.49369739,73.02480256,6.979488651,Medium
79,10,39,33.34751039,68.58564144,6.272213486,Medium
107,36,14,34.97062729,54.85898171,7.164771766,Medium
135,76,21,37.82329504,86.28457149,5.776582296,Poor
92,21,41,29.94428903,76.50280893,6.259101067,Medium
114,39,47,36.15700027,46.07542974,5.539184879,Medium
34,18,26,20.79680578,57.92677881,6.040709286,Poor
23,62,67,35.36832927,82.68207035,6.6114949,Medium
82,70,49,20.54216853,31.34784681,5.908510849,Medium
59,63,33,38.36573047,64.88797709,6.879207729,Good
28,46,21,23.24933344,43.91762467,5.771737232,Poor
128,74,28,19.29594995,33.82920707,7.214014163,Poor
28,51,38,18.704219,84.77166492,7.61982896,Poor
45,58,94,19.68180542,78.97698139,6.387628572,Medium
23,13,99,26.18850771,41.11761353,6.714873955,Poor
100,73,61,28.05373478,80.21678938,6.623580734,Medium
35,88,26,37.84464581,38.7856444,7.306409588,Poor
34,60,82,24.52537007,58.56968159,7.786639368,Medium
118,81,30,20.43705772,73.54639803,7.192077752,Good
71,69,69,33.5955278,62.0283358,5.993419526,Medium
88,96,84,18.3663602,81.04684291,7.100984349,Medium
138,88,29,37.3070843,67.01267171,6.916257187,Medium
24,40,62,25.23499088,55.91709883,5.983275737,Medium
39,81,89,30.34603709,85.50972541,6.054212221,Medium
98,67,72,19.65460857,32.17767942,7.00140966,Medium
37,91,66,18.63822873,59.30393152,7.357982919,Medium
130,13,38,34.97098437,69.64689241,7.253529346,Medium
21,31,10,25.7425573,80.16350343,6.894747348,Poor
112,12,91,39.66857032,62.4693915,7.656347261,Poor
32,88,68,28.10744861,83.13106319,7.181404734,Medium
23,56,73,36.14132277,55.57661014,6.746406699,Medium
61,47,95,39.49909197,49.02771511,7.377271489,Medium
128,42,81,22.02875404,88.42872285,6.168113152,Medium
93,87,80,35.0220428,70.03085753,6.106033313,Good
80,57,98,15.55015408,55.5466911,7.734346719,Medium
114,74,53,31.99385295,82.69138422,7.684589911,Medium
124,35,57,33.63002728,70.98482484,7.525187193,Medium
27,17,84,26.93409281,68.27608234,5.993048923,Poor
86,59,24,19.05263025,73.71227579,6.851684663,Medium
131,89,44,30.4180137,74.29758658,6.730615205,Medium
82,47,32,37.43821649,59.57900321,5.967149517,Medium
129,19,62,38.28297999,55.15845368,6.529912793,Medium
28,51,54,33.65255976,84.55696087,6.569835468,Medium
113,46,94,21.59283146,59.83486437,6.053432069,Medium
136,35,22,36.75817315,42.94929827,7.696225887,Poor
30,21,43,37.22057667,61.29616715,6.633244481,Medium
118,93,47,24.18105514,32.06532599,6.707251286,Medium
120,58,79,19.57454341,73.39910112,6.876731452,Good
61,23,77,36.86648585,37.61904354,7.53999061,Poor
32,55,14,37.12743288,36.70345592,6.726612274,Poor
55,44,49,17.52265211,86.78136859,6.744221258,Medium
139,38,79,39.17460731,76.35340089,6.052444671,Medium
32,21,30,28.32701383,54.85372658,6.88647954,Medium
31,91,37,39.84325487,44.37456854,6.376643923,Medium
56,53,12,26.12520626,80.60942883,6.98759744,Medium
93,75,32,28.33208348,88.11503062,6.19171662,Medium
139,11,81,21.6520708,60.50124628,7.14617525,Medium
92,68,28,37.47368614,64.80456433,6.923476404,Medium
71,26,84,26.09280293,44.58320949,6.591313137,Medium
90,19,59,35.36535134,65.35501584,5.722346598,Medium
21,27,83,16.99335688,54.0358581,6.942026771,Medium
137,31,67,34.70616571,80.73470997,7.476341605,Medium
75,92,29,27.25607856,52.62678119,5.893471111,Poor
79,67,81,15.13519699,68.92674891,5.69485477,Medium
42,62,92,20.65657347,42.20796081,5.591008202,Medium
122,10,62,19.84325529,35.44037015,5.573183097,Poor
59,97,94,33.79411453,32.4213132,7.436759099,Poor
83,70,91,26.93005474,54.93872624,7.173514363,Medium
122,98,18,18.99295992,39.81172328,5.96528617,Poor
104,40,13,21.42007443,89.60881142,7.609370319,Poor
42,40,50,27.60192013,77.90300331,5.811281572,Medium
48,75,34,15.49095493,71.6023891,6.360574295,Good
97,28,43,25.6031397,78.19910804,6.539849101,Medium
109,62,82,31.95153509,45.76483552,5.674560229,Medium
70,85,18,27.94386463,82.75583897,6.299190664,Medium
88,83,91,29.95248853,89.7381837,5.734325603,Poor
138,31,84,23.16545293,47.39126814,7.316481099,Medium
114,32,22,19.5768931,89.07892123,5.60770465,Poor
108,96,18,35.24353226,49.22379278,5.539414111,Poor
50,24,89,37.64087179,30.70338706,7.184746972,Medium
69,35,13,27.76851426,52.03284346,7.295951127,Medium
39,12,43,22.62603031,89.85090006,6.639949029,Poor
127,96,16,27.78012074,68.10907528,6.231106955,Poor
74,29,24,36.97463802,71.72835209,6.043842197,Medium
100,49,47,32.28515868,44.30082913,5.76916417,Medium
128,48,84,36.46540216,38.75520572,6.61372939,Medium
21,81,61,23.20948558,83.13062625,6.629505003,Medium
44,27,90,32.79947821,54.80353228,6.548709728,Medium
32,50,92,31.32622429,30.24645509,7.290003977,Poor
122,79,16,29.29041152,47.65475724,5.729486779,Poor
111,36,54,28.20562163,41.7439265,7.041023055,Good
125,24,68,28.77444708,66.22633545,6.423604843,Medium
138,46,30,36.24177724,75.3673902,6.054184739,Medium
89,67,37,37.89986253,59.84990997,7.067666457,Good
86,14,12,17.82151161,41.15394157,5.954659167,Poor
77,82,23,29.21928944,33.47786781,6.031109085,Medium
118,16,11,37.96021056,48.81204027,7.796655004,Poor
101,50,38,18.36849963,78.35780199,7.54393807,Medium
94,93,27,25.32148433,55.17081211,7.103419972,Medium
137,19,46,17.22700428,45.13506615,6.226254343,Medium
103,71,54,17.83691005,31.24348665,6.734452203,Medium
83,35,54,37.60277031,59.76372313,5.791216329,Medium
88,77,33,26.15448962,71.08932649,6.268088494,Good
102,33,55,32.21849135,41.4197678,5.656332233,Medium
105,87,21,18.47286058,62.23133037,6.903732162,Medium
78,50,62,15.54868706,55.2443236,7.472240206,Good
79,74,54,37.26209893,72.2368606,7.361967993,Good
102,26,41,29.36364099,81.63629416,7.468986919,Medium
130,33,27,15.49969389,48.42293306,5.901579353,Poor
81,36,22,39.80848702,84.28626463,6.995194606,Medium
35,16,13,27.30480958,72.4171079,7.700506688,Poor
107,82,32,26.8969127,32.22996677,7.301477679,Medium
124,21,71,30.52285461,77.47457385,5.507797871,Poor
87,94,63,15.19761335,59.67762381,7.529305207,Medium
34,12,83,29.22845934,86.72765351,7.123293655,Poor
108,88,64,30.7370976,49.41788983,5.780742729,Medium
127,94,78,22.4238392,65.47281955,6.22179194,Medium
74,19,49,33.17131024,87.36877099,5.770284068,Poor
54,42,23,24.43579541,46.26958398,7.178564145,Medium
74,55,37,32.94432836,58.31721266,5.508104939,Medium
33,68,81,18.59562946,75.14972907,6.568401017,Medium
68,61,89,37.8424454,71.46592111,7.799560639,Medium
102,15,80,36.98643434,80.322196,7.457600227,Medium
121,11,76,18.7656619,61.18780077,6.850609943,Medium
119,38,38,38.46134843,49.13527151,7.096048531,Good
26,49,70,28.94450682,62.10507659,6.888369219,Medium
49,70,77,32.54124196,50.9976019,7.364945678,Good
102,77,18,36.00734481,40.58583222,7.537765094,Medium
68,77,26,17.08924868,63.29818216,7.263162481,Medium
108,38,58,19.23210894,32.90283323,5.918513818,Medium
35,71,72,22.25977304,32.19451818,6.356799218,Medium
130,69,93,26.93011203,33.87441237,7.304138888,Poor
137,93,87,23.65136266,70.35667037,7.393308434,Medium
123,50,55,27.64615942,54.41921103,6.946246289,Medium
70,96,22,19.64792568,59.64691094,7.142534008,Medium
91,91,54,32.0538535,50.60393177,5.901346695,Medium
